gotu	covered_length	total_length	coverage_ratio	strain
G012396485	23619	1758774	0.013429241050868389	 Leuconostoc holzapfelii
G007828725	23593	2953973	0.007986870563813548	 Marihabitans asiaticum
G013410215	23591	3017468	0.007818144218927922	 Nesterenkonia sandarakina
G000300515	23585	4993959	0.00472270597335701	 Nitratireductor indicus
G900638305	23579	2404857	0.009804740988757336	 Porphyromonas cangingivalis
G013364095	23573	5802668	0.004062441621681612	 Streptomyces harbinensis
G001696715	23571	3689890	0.006387995306093136	 Thauera phenolivorans
G000496575	23558	3402046	0.006924656515520366	 Geobacillus thermodenitrificans
G008843145	23542	5869433	0.004010949609613058	 Skermanella pratensis
G014898155	23540	2920839	0.00805932815879273	 Bifidobacterium eulemuris
G000696075	23536	3778557	0.006228832858681237	 Erwinia amylovora
G000008425	23532	4222645	0.005572810406747429	 Bacillus licheniformis
G014641515	23516	6438504	0.0036524012410336314	 Rhizobium wenxiniae
G001305595	23505	7609598	0.003088862250016361	 Azospirillum thiophilum
G001703555	23501	2666320	0.008814020822706952	 Carnobacterium divergens
G002017865	23493	4467761	0.005258338572721325	 Rhodoferax fermentans
G000011645	23491	4222597	0.005563164090724263	 Bacillus licheniformis
G900102725	23491	2762487	0.008503569428562016	 Carnobacterium viridans
G000439895	23456	3540727	0.0066246282190070005	 Tatumella ptyseos
G000024365	23455	6060298	0.0038702717259118283	 Nakamurella multipartita
G003984675	23420	2376558	0.009854588021836622	 Chryseobacterium lacus
G900103935	23415	4224388	0.005542814722511284	 Nocardioides szechwanensis
G011046975	23414	2588364	0.009045868355455415	 Microbacterium amylolyticum
G009695865	23414	2020228	0.011589780955416913	 Baileyella intestinalis
G008630535	23412	7550292	0.0031008072270582382	 Saccharopolyspora hirsuta
G016026695	23409	2084357	0.011230801633309457	 Lactococcus garvieae
G000520015	23407	5488183	0.004264981688839458	 Chania multitudinisentens
G005116465	23395	4822240	0.004851479810212681	 Robertmurraya kyonggiensis
G012584515	23391	3837686	0.006095079170104068	 Polaromonas vacuolata
G000742895	23379	5506229	0.004245918576942586	 Bacillus anthracis
G000163595	23335	5268029	0.004429550406803	 Serratia odorifera
G000006445	23318	12182088	0.0019141217827354391	 Debaryomyces hansenii
G019916025	23309	3566296	0.006535912891134106	 Paraclostridium bifermentans
G000757625	23302	5015499	0.0046459983343631415	 Pectobacterium parmentieri
G000252445	23297	4406156	0.005287375208685303	 Deinococcus gobiensis
G015999465	23291	3859707	0.006034395875127309	 Lonsdalea populi
G005498985	23288	19566268	0.0011902116438351964	 Sporisorium graminicola
G003336205	23277	2376558	0.009794416967732325	 Chryseobacterium lacus
G000297615	23267	3261975	0.007132795315721304	 Methylococcus capsulatus
G012223425	23264	6713678	0.0034651646980984195	 Mycobacterium frederiksbergense
G014230345	23261	4224310	0.0055064614102658185	 Novosphingobium aerophilum
G000227765	23260	2467375	0.00942702264552409	 Neisseria wadsworthii
G009931695	23239	5500435	0.004224938573040132	 Anaerocolumna sedimenticola
G017583045	23234	2951131	0.00787291380829926	 Leucobacter tardus
G004153455	23233	4525395	0.005133916486848109	 Pusillimonas ginsengisoli
G015158295	23221	3400494	0.0068287137104197215	 Devosia faecipullorum
G006337085	23216	2987884	0.007770047297686255	 Sutterella faecalis
G007954425	23213	3118872	0.00744275494473643	 Novosphingobium ginsenosidimutans
G014652335	23204	3302712	0.007025741269599045	 Vogesella fluminis
G900106535	23184	9265767	0.0025021134246091016	 Myxococcus xanthus
G017876695	23182	2588363	0.008956239909162663	 Microbacterium amylolyticum
G900445725	23157	5173865	0.004475764249743663	 Bordetella bronchiseptica
G002024805	23153	4433522	0.005222258962513325	 Elizabethkingia bruuniana
G000023545	23145	4679450	0.004946094092254431	 Musicola paradisiaca
G003814575	23138	2125106	0.010887927472794299	 Frederiksenia canicola
G900445245	23134	2823631	0.008192996889466082	 Alysiella crassa
G013407835	23132	3650999	0.006335800146754354	 Agromyces atrinae
G000225505	23115	5074170	0.004555424828099965	 Gordonia alkanivorans
G017569925	23099	5330697	0.004333204457128214	 Brenneria izadpanahii
G000828895	23078	2574013	0.008965766684162046	 Serpentinimonas raichei
G000013705	23052	2971517	0.007757653750592711	 Methylobacillus flagellatus
G000181835	23047	5393408	0.004273179407157775	 Bacillus anthracis
G001591565	23039	3911323	0.005890334293536995	 Priestia flexa
G900120385	23012	2277489	0.010104110272321842	 Olsenella phocaeensis
G900104685	23012	3692408	0.006232247357280127	 Agromyces flavus
G001042335	23000	29394	0.7824726134585289	 Propionibacterium virus PHL116M00
G900454355	22997	5473295	0.004201673763244992	 Pandoraea pnomenusa
G019396355	22993	8506240	0.0027030744488751785	 Pseudonocardia nigra
G004614165	22991	6567830	0.0035005473649592027	 Duganella callida
G014201355	22982	6436307	0.0035706811374908	 Rhizobium wenxiniae
G003610905	22972	6748385	0.0034040737154148733	 Sphingobacterium siyangense
G003635045	22969	4023595	0.00570857653416907	 Terracoccus luteus
G019272935	22966	3963546	0.005794306411481032	 Parageobacillus caldoxylosilyticus
G001190275	22937	29324	0.7821920611103533	 Propionibacterium virus Pirate
G000336715	22922	4056374	0.005650859610085263	 Halococcus thailandensis
G002108575	22921	2538107	0.009030746142696111	 Neisseria zoodegmatis
G001938095	22899	6454809	0.0035475875428692	 Mycobacterium intracellulare
G000009625	22892	7596337	0.003013557718674145	 Mesorhizobium japonicum
G014202075	22873	2648206	0.008637167954456714	 Brevundimonas basaltis
G009749465	22868	3709152	0.006165290610899742	 Agromyces terreus
G000420425	22865	2338666	0.009776941213495215	 Schaalia vaccimaxillae
G004006635	22857	2678415	0.008533778372656963	 Fusobacterium necrophorum
G900445115	22849	4934737	0.004630236626592258	 Aeromonas salmonicida
G003194625	22833	3583877	0.006371033380888909	 Nocardioides solisilvae
G000817785	22825	7505875	0.003040951254850367	 Hassallia byssoidea
G005484965	22818	4891702	0.00466463410894613	 Brenneria nigrifluens
G001941445	22814	2926437	0.007795828169203711	 Corynebacterium aquilae
G018604565	22807	3396686	0.006714485825301485	 Exiguobacterium acetylicum
G000829905	22806	2850686	0.008000179605891354	 Beduini massiliensis
G000393835	22804	2923770	0.007799519114020596	 Enterococcus hirae
G001591985	22795	3247566	0.007019102922003741	 Bacillus smithii
G001545035	22794	7846172	0.0029051109254296234	 Caballeronia glebae
G001577305	22788	4492224	0.005072765739197333	 Sinomonas atrocyanea
G017883985	22785	2141611	0.010639187041904436	 Streptococcus oricebi
G001544835	22763	7361790	0.0030920469070701553	 Caballeronia fortuita
G002837135	22760	2701785	0.008424060389705324	 Macromonas bipunctata
G006540285	22750	1810267	0.012567206936877268	 Latilactobacillus curvatus
G001612575	22743	1749101	0.013002679662295088	 Streptobacillus notomytis
G004346085	22743	2681418	0.008481706321058484	 Sulfuritortus calidifontis
G001437115	22739	2041311	0.011139409918429872	 Pediococcus acidilactici
G001654865	22727	4805636	0.004729238752165166	 Buttiauxella noackiae
G014646815	22715	4708300	0.004824458934222543	 Terrabacter tumescens
G008281175	22712	3833740	0.005924241080511459	 [Clostridium] hylemonae
G016836705	22703	7300847	0.0031096391966575934	 Mesorhizobium caraganae
G015694345	22703	4081433	0.005562507090034309	 Novosphingobium jiangmenense
G001704195	22702	7070328	0.003210883568626519	 Streptomyces sampsonii
G000092505	22698	2101887	0.01079886787443854	 Leuconostoc kimchii
G014490575	22695	2206897	0.010283669786129575	 Corynebacterium zhongnanshanii
G001700985	22691	4004963	0.005665720257590394	 Parageobacillus thermoglucosidasius
G000900295	22676	29516	0.7682612820165334	 Propionibacterium virus ATCC29399BC
G002846475	22676	9020646	0.00251378892376444	 Saccharopolyspora spinosa
G004382825	22653	2554653	0.008867349107687033	 Corynebacterium silvaticum
G903994025	22642	1767672	0.012808937404676885	 Jeotgalicoccus schoeneichii
G005047285	22635	2494301	0.009074686655700335	 Lentilactobacillus buchneri
G900108315	22635	7744568	0.0029226936867233913	 Saccharopolyspora kobensis
G006346395	22628	4681481	0.004833513155345499	 Nocardioides plantarum
G009674495	22628	6453750	0.003506178578345923	 Duganella alba
G001552535	22621	5105859	0.004430400447799283	 Nocardioides jensenii
G001435495	22613	1820810	0.012419198049219853	 Latilactobacillus curvatus
G002993285	22598	4006485	0.0056403555735264205	 Gordonia iterans
G002797855	22597	3882675	0.005819956602084903	 Compostimonas suwonensis
G004614185	22596	5028836	0.004493286319140254	 Massilia arenosa
G003716325	22578	2863419	0.007884979459869478	 Cryobacterium tepidiphilum
G001895165	22560	2912944	0.0077447420891029834	 Bifidobacterium lemurum
G002802905	22545	2721901	0.008282814106758475	 Bifidobacterium simiarum
G000413895	22544	4066894	0.005543296678005377	 Acinetobacter rudis
G000721785	22541	29624778	0.0007608833389401264	 Aureobasidium pullulans
G008153345	22524	3372116	0.006679485521850375	 Treponema phagedenis
G011617105	22500	4772067	0.004714937992278818	 Hafnia alvei
G001182745	22499	6459860	0.0034828928181106092	 Nocardia farcinica
G000167095	22468	2295128	0.009789432223387977	 Actinobacillus pleuropneumoniae
G001046995	22458	2790891	0.008046892551518494	 Mammaliicoccus sciuri
G003987655	22445	2863313	0.007838821672656813	 Vagococcus acidifermentans
G016405145	22439	2241507	0.01001067585334331	 Schaalia cardiffensis
G003515985	22415	4015569	0.005582023369539908	 Lonsdalea britannica
G001606025	22399	3349464	0.006687338630897361	 Psychrobacter alimentarius
G001623875	22399	6635410	0.0033756768609626234	 Clostridium magnum
G000702605	22399	3277148	0.006834906449144195	 Exiguobacterium acetylicum
G003686955	22393	2149254	0.01041896397540728	 Streptococcus hillyeri
G004135055	22388	3616112	0.006191179919206043	 Agromyces binzhouensis
G010206155	22384	3008557	0.007440111654856464	 [Clostridium] cocleatum
G012913625	22378	6530403	0.0034267410449247927	 Mesorhizobium japonicum
G002217735	22373	3794930	0.005895497413654534	 Parageobacillus galactosidasius
G000188015	22370	2234542	0.010011000017005722	 Streptococcus ictaluri
G013415325	22367	4261268	0.005248907132806479	 Sanguibacter inulinus
G002865585	22360	3840802	0.005821700780201635	 Nocardioides houyundeii
G900095025	22357	3046484	0.007338623803702891	 Acinetobacter albensis
G000024925	22346	4253413	0.005253663352230315	 Sanguibacter keddieii
G001418005	22331	4374500	0.00510481197851183	 Chelatococcus sambhunathii
G900465025	22327	4739680	0.004710655571684165	 Clostridium neonatale
G016907515	22314	5815017	0.0038373060646254343	 Nocardioides nitrophenolicus
G012273295	22278	3827531	0.005820462329371075	 Plesiomonas shigelloides
G001006005	22268	6000511	0.003711017278361793	 Serratia fonticola
G001414055	22267	3957308	0.005626804888575769	 Caulobacter henricii
G002222655	22261	3787591	0.005877350537584444	 Vitreoscilla filiformis
G900609055	22260	4477456	0.004971573143320671	 Xinfangfangia humi
G014042035	22241	4235749	0.005250783273513138	 Bacillus haynesii
G019655995	22233	1755734	0.012663079942633678	 Leuconostoc holzapfelii
G008017875	22229	4100816	0.005420628479795241	 Rheinheimera tangshanensis
G900459215	22229	2432116	0.009139777872437006	 Streptococcus criceti
G900188185	22226	4150522	0.005354989083300847	 Sphingopyxis indica
G012033695	22224	4983734	0.0044593070175896225	 Pseudomonas quercus
G008386315	22202	3420275	0.006491290904971091	 Serinicoccus marinus
G002218045	22201	4207212	0.0052768912049119465	 Vibrio rumoiensis
G000003855	22193	75406772	0.00029431043673371933	 Blastomyces gilchristii
G002245535	22183	5497552	0.004035068699668507	 Mycobacterium lehmannii
G900110265	22177	3499685	0.006336856031328534	 Halomonas aquamarina
G016583765	22175	2778004	0.007982349917422724	 Chromatium weissei
G017876575	22174	4907786	0.004518126910994081	 Paeniglutamicibacter psychrophenolicus
G014195445	22168	2246387	0.009868290726397545	 Garicola koreensis
G001570965	22168	3110418	0.0071270163688610345	 Janibacter corallicola
G902859595	22162	7021012	0.003156525013772943	 Achromobacter kerstersii
G015234745	22141	4261268	0.005195871275873754	 Sanguibacter inulinus
G001517345	22135	4374500	0.00506000685792662	 Chelatococcus sambhunathii
G000724775	22133	4843789	0.004569356757695267	 Lysinibacillus fusiformis
G900660445	22133	728347	0.03038798814301425	 Mycoplasma salivarium
G011839805	22125	4882497	0.004531492799688356	 Kineococcus rubinsiae
G003850045	22121	3064581	0.007218278779382891	 Aeromicrobium camelliae
G020341535	22120	4545560	0.004866287102139231	 Aeromonas jandaei
G900343155	22115	2457694	0.0089982723642569	 Lactimicrobium massiliense
G002108595	22069	2762629	0.007988405247320578	 Neisseria dentiae
G013378445	22061	5606668	0.003934779088043023	 Rhizobium rhizolycopersici
G004798975	22050	3486262	0.006324825844988127	 Pseudofulvimonas gallinarii
G016127195	22022	4551079	0.004838852500692693	 Aeromonas jandaei
G009739535	22015	2489054	0.00884472574721159	 Lentilactobacillus kefiri
G009755815	22004	6899835	0.0031890617674190757	 Sphingomonas formosensis
G005706215	21992	2239987	0.009817914121823028	 Macrococcus canis
G000717245	21988	7570755	0.002904333847813065	 [Kitasatospora] papulosa
G000429765	21985	4524756	0.004858825536669823	 Gemmobacter nectariphilus
G003788965	21976	2132991	0.010302903294012962	 Bifidobacterium mongoliense
G003254475	21969	4024608	0.0054586682727858216	 Phenylobacterium soli
G014202795	21953	4040627	0.005433067689742211	 Inhella inkyongensis
G014650435	21949	8890669	0.0024687680983287085	 Streptomyces tendae
G002234915	21929	3112345	0.007045812723203887	 Bifidobacterium vansinderenii
G014054525	21906	2432079	0.00900710873289889	 Alysiella filiformis
G001247745	21894	4464326	0.004904211744393218	 Luteipulveratus halotolerans
G008364685	21894	5314106	0.004119978035816372	 Xanthobacter oligotrophicus
G009857595	21883	6654848	0.0032882794618299322	 'Massilia aquatica' Lu et al. 2020
G000485555	21871	713846	0.0306382609134183	 Mycoplasma salivarium
G001575215	21848	4593544	0.004756240497533059	 Tsukamurella pulmonis
G000770795	21839	3274886	0.006668629075943407	 Lysobacter dokdonensis
G001643775	21837	2446250	0.008926724578436383	 Denitrobacterium detoxificans
G017052465	21834	4813236	0.0045362413145750595	 Arthrobacter pascens
G000721685	21823	8122843	0.0026866209281651756	 Streptomyces mediolani
G000025305	21809	2329769	0.009361013903095114	 Acidaminococcus fermentans
G002623045	21800	29443	0.7404136806711272	 Propionibacterium virus PHL037M02
G001593985	21798	2621141	0.008316225643717754	 Clostridium colicanis
G002735305	21777	2861304	0.007610865535434194	 Agathobacter ruminis
G003732435	21762	3348315	0.0064993884983939685	 Pseudofulvimonas gallinarii
G900115905	21741	3444011	0.006312697607527967	 Halopseudomonas formosensis
G001942625	21730	6346329	0.0034240267089840444	 Mycobacterium syngnathidarum
G014712225	21707	4928863	0.004404058299043816	 Pseudarthrobacter sulfonivorans
G001437155	21694	2438595	0.008896106159489377	 Liquorilactobacillus mali
G000740965	21693	5024270	0.004317642164931423	 Pectobacterium atrosepticum
G009372255	21673	3422915	0.006331737714784036	 Acinetobacter guerrae
G016758175	21668	3470535	0.006243417801578143	 Leucobacter zeae
G003576535	21667	5435363	0.0039863022948053335	 Nakamurella silvestris
G000765975	21662	2309074	0.009381249799703258	 Porphyromonas canoris
G900492555	21646	3073431	0.007042943212325248	 Lacticaseibacillus zeae
G000344135	21641	4467744	0.0048438316967131505	 Gordonia malaquae
G003201855	21632	3710323	0.005830220172206031	 Rivicola pingtungensis
G014636275	21632	3905515	0.005538834187040633	 Cellulomonas carbonis
G009800965	21628	4970431	0.004351332912578406	 Azoarcus halotolerans
G020162295	21625	2432066	0.008891617250518695	 Alysiella filiformis
G014652195	21616	5168092	0.004182588080862338	 Gemmobacter nanjingensis
G004354495	21609	1764858	0.012244044563358638	 Pediococcus pentosaceus
G001444505	21609	3092074	0.006988513211520811	 Psychrobacter piscatorii
G900168325	21590	4844271	0.004456810942244973	 Novosphingobium mathurense
G000359525	21587	6841649	0.003155233482454303	 Streptomyces albidoflavus
G014145525	21587	2355925	0.00916285535405414	 Limosilactobacillus albertensis
G900094565	21579	7923530	0.0027234073701998983	 Rhizobium lusitanum
G010726765	21577	6301701	0.003423996155958526	 Mycobacterium gallinarum
G000701445	21568	3220820	0.006696431343570892	 Brevundimonas bacteroides
G003641185	21560	3671393	0.005872430437166493	 Lactiplantibacillus pentosus
G001676705	21558	5878756	0.0036671023597509406	 Bordetella bronchialis
G000271325	21557	3984249	0.005410555414583777	 Solibacillus silvestris
G014199265	21551	4643459	0.004641152210022744	 Brucella daejeonensis
G903166545	21535	5499542	0.00391578062318644	 Metabacillus schmidteae
G014697215	21534	9608220	0.002241205967390422	 Saccharopolyspora pogona
G009828015	21526	3031781	0.007100117059906372	 Qipengyuania citrea
G000731315	21511	6455047	0.003332431196860379	 Neorhizobium galegae
G003148475	21510	4837637	0.004446385704425528	 Pseudaminobacter salicylatoxidans
G900108245	21506	5919093	0.0036333269303253047	 Bosea lathyri
G003843835	21504	2733247	0.007867565573107737	 Tibeticola sediminis
G900102195	21503	6112610	0.0035178099044434375	 Pseudonocardia oroxyli
G014198105	21501	5761214	0.0037320259237028862	 Rhizobium cellulosilyticum
G004920405	21500	4394941	0.004891988311105883	 Pseudomonas leptonychotis
G000696715	21499	4871486	0.004413232430515042	 Mycobacterium avium
G001298955	21499	6721358	0.003198609566697682	 Achromobacter kerstersii
G900446785	21488	4546024	0.004726767830526192	 Chryseobacterium balustinum
G004365965	21482	4431118	0.004847986444955878	 Rhodovulum visakhapatnamense
G003385395	21474	3780585	0.005680073321985883	 Epilithonimonas hispanica
G001041575	21473	29323	0.7322920574293217	 Propionibacterium virus PHL301M00
G012396015	21450	4462578	0.0048066386738786415	 Tsukamurella spumae
G004355025	21444	5409653	0.003964025049296138	 Mycobacteroides franklinii
G006546775	21432	3494184	0.006133620896896099	 Lysobacter aestuarii
G001590925	21425	5287895	0.004051706775569485	 Serratia plymuthica
G015645465	21419	4039914	0.005301845534335632	 Herminiimonas contaminans
G013320815	21405	5108311	0.004190230391219328	 Rhizobium skierniewicense
G002901825	21404	2769042	0.007729749133454819	 Mammaliicoccus sciuri
G009674565	21404	6538384	0.003273591762123485	 Duganella aquatilis
G000149335	21403	29016139	0.0007376239822948188	 Coccidioides immitis
G900450705	21398	2860474	0.007480578393650843	 Avibacterium paragallinarum
G016907845	21364	2095799	0.010193725638765931	 Arcanobacterium pluranimalium
G001050535	21362	4264973	0.0050087069718846985	 Tetrasphaera australiensis
G003934165	21362	5450944	0.003918954221507321	 Pseudaminobacter arsenicus
G000196675	21359	7304029	0.0029242764507096015	 Pseudonocardia dioxanivorans
G006715765	21356	2486262	0.008589601578594694	 Rarobacter incanus
G900187075	21347	2439098	0.00875200586446301	 Mammaliicoccus stepanovicii
G900112555	21345	7777791	0.002744352477457931	 Saccharopolyspora kobensis
G900102365	21336	2958846	0.0072109193922225085	 [Clostridium] cocleatum
G000176035	21331	6884444	0.003098434673882161	 Mesorhizobium opportunistum
G900459485	21329	1930711	0.011047225607561151	 Streptococcus macacae
G014200395	21324	2548915	0.008365912554949851	 Chryseoglobus frigidaquae
G007858975	21314	4317154	0.0049370488057641675	 Dickeya poaceiphila
G008151785	21304	2521899	0.008447602382173116	 Peptacetobacter hiranonis
G016725865	21297	6025256	0.003534621599480586	 Sphingobacterium multivorum
G000768695	21289	4092550	0.00520189124140206	 Knoellia aerolata
G014284475	21286	3239027	0.006571726632720258	 Acetobacterium fimetarium
G012911875	21284	6217042	0.003423493037364071	 Pseudonocardia bannensis
G001465545	21283	6167370	0.0034509037077392795	 Pandoraea norimbergensis
G004114895	21281	2370062	0.008979089998489492	 Corynebacterium pelargi
G001042095	21277	29741	0.7154097037759322	 Propionibacterium virus Pacnes201215
G900604485	21266	2699230	0.00787854314008069	 Enterococcus mediterraneensis
G016587775	21265	2342734	0.009077001486297634	 Lactobacillus nasalidis
G002019645	21264	5427065	0.003918139915405472	 Litchfieldia alkalitelluris
G020886775	21262	4413566	0.004817419746300384	 Corynebacterium cyclohexanicum
G000857925	21262	34815	0.6107137727990809	 Streptococcus virus DT1
G014203695	21248	4812629	0.004415050484880509	 Nocardiopsis algeriensis
G016647785	21242	79670633	0.0002666227090225328	 Suillus fuscotomentosus
G003347665	21222	7418341	0.0028607474366573334	 Microvirga calopogonii
G014634885	21213	2104747	0.010078646032040905	 Bifidobacterium pullorum
G001592225	21211	3283397	0.006460077779202454	 Castellaniella caeni
G002276885	21209	2499848	0.008484115834242722	 Lentilactobacillus parakefiri
G002327205	21204	2889589	0.007338067801337837	 Clostridium chauvoei
G002014965	21202	2144114	0.00988846675130147	 Moraxella canis
G007830445	21199	6296329	0.0033668825120161286	 Sphingobacterium siyangense
G007004135	21197	5552623	0.0038174750924022754	 Rhizobium straminoryzae
G000785495	21184	5637360	0.0037577873330778945	 Pimelobacter simplex
G003254525	21179	4185563	0.005060012237302365	 Phenylobacterium kunshanense
G003368785	21176	42735	0.4955188955188955	 Staphylococcus virus SA345ruMSSAST8
G002291445	21161	5360730	0.003947410147498568	 Brenneria goodwinii
G005871085	21160	5014107	0.004220093428401109	 Xanthobacter autotrophicus
G900453175	21152	2736163	0.007730533597596342	 Moraxella caviae
G009602465	21124	3907619	0.005405849444380325	 Cumulibacter manganitolerans
G014200305	21119	2703371	0.007812098302452753	 Neomicrococcus lactis
G003012745	21117	6114553	0.0034535639808829853	 Mesorhizobium ephedrae
G003352835	21117	3286396	0.006425579875340647	 Ornithinimicrobium murale
G005222685	21107	4558923	0.004629821560925684	 Ornithinicoccus soli
G019443985	21106	2440943	0.008646658279197835	 Liquorilactobacillus hordei
G014635565	21103	1777422	0.011872813546811056	 Jeotgalicoccus schoeneichii
G004134805	21095	3857203	0.005468988798359848	 Agromyces atrinae
G000951135	21076	4654598	0.004527995758172886	 Rouxiella chamberiensis
G015863205	21076	2213675	0.00952081945181655	 Facklamia lactis
G003515705	21076	4779924	0.00440927512655013	 Oceanobacillus profundus
G008693705	21074	4561890	0.004619576535164154	 Aeromonas veronii
G000473085	21065	5819574	0.003619680753264758	 Azorhizobium doebereinerae
G001922025	21056	2726616	0.007722392885540171	 Lentilactobacillus parabuchneri
G002013895	21049	5432346	0.0038747531913467955	 Mycobacteroides franklinii
G004342745	21029	3152879	0.006669777051387002	 Christensenella hongkongensis
G002086225	21021	5443292	0.0038618174442965766	 Mycobacteroides franklinii
G900475835	21018	2749647	0.007643890288462483	 Jonesia denitrificans
G900461085	21008	3088487	0.006802036077859483	 Clostridium baratii
G009078285	20989	2880074	0.007287659969847997	 Bifidobacterium jacchi
G000735355	20976	4727656	0.0044368710413786455	 Buttiauxella agrestis
G008274695	20954	4116254	0.005090550777478746	 Sphingomonas montanisoli
G000804445	20951	30454185	0.0006879514260519532	 Metarhizium album
G900114705	20950	6832123	0.003066396784718308	 Rugamonas rubra
G001042485	20928	4521420	0.004628634367079369	 Bacillus paralicheniformis
G001038205	20928	2459863	0.008507790881036871	 Muribacter muris
G005048225	20907	4183660	0.004997299015694392	 Paracoccus gahaiensis
G006539945	20877	4596423	0.004542010167471531	 Cellulosimicrobium cellulans
G003627755	20877	8025628	0.0026012917618409427	 Rhizobium jaguaris
G009812035	20865	3283849	0.006353824429807826	 Psychrobacter nivimaris
G001894765	20865	3977634	0.005245580664284346	 Rhodococcus corynebacterioides
G009938305	20861	2409236	0.008658761532701653	 Fluviibacter phosphoraccumulans
G019048465	20861	2749646	0.007586794809222715	 Jonesia denitrificans
G000245775	20844	2562752	0.008133444047648777	 Megamonas funiformis
G001311135	20841	3513861	0.005931082646695472	 Secundilactobacillus paracollinoides
G014652615	20839	3286001	0.006341750961122653	 Novosphingobium arvoryzae
G000380985	20815	4777413	0.00435696055584895	 Proteiniphilum acetatigenes
G002078095	20786	5183084	0.004010353681321777	 Rhizobium rhizosphaerae
G000745125	20780	2518464	0.008251060964143225	 Carnobacterium jeotgali
G000187995	20778	1916985	0.010838895453016065	 Streptococcus macacae
G001889165	20775	4361296	0.00476349231971414	 Bacillus weihaiensis
G009295515	20748	4228307	0.004906928470425634	 Erwinia endophytica
G902859625	20740	6906329	0.0030030425715311276	 Achromobacter pestifer
G000260715	20739	1932693	0.01073062302186638	 Bifidobacterium animalis
G002327185	20734	2872664	0.00721769061748955	 Clostridium chauvoei
G902375985	20726	2837126	0.0073052800615834475	 Collinsella ihumii
G006175945	20725	4868711	0.004256773507402678	 Chryseobacterium mulctrae
G002270415	20711	8049566	0.0025729337457448018	 Mesorhizobium sophorae
G001190695	20702	29506	0.7016200094895954	 Propionibacterium virus Ouroboros
G011046895	20699	4984190	0.0041529315696231485	 Rhizobium rhizoryzae
G000468535	20699	1499837	0.013800833023855258	 Peptoniphilus mikwangii
G000485795	20689	4845486	0.004269747141979153	 Shewanella decolorationis
G900099705	20688	3400178	0.0060843873467800805	 Agrococcus jejuensis
G000350085	20688	6236333	0.0033173340807811256	 Mesorhizobium metallidurans
G016028795	20681	2170993	0.009526055588387435	 Macrococcus caseolyticus
G000149585	20678	33035906	0.0006259250162535273	 Histoplasma mississippiense (nom. inval.)
G001375615	20678	4849848	0.004263638777957577	 Paenarthrobacter nitroguajacolicus
G000829395	20666	2400626	0.008608587926649132	 Paucilactobacillus hokkaidonensis
G001571005	20661	3850109	0.005366341576303424	 Herbiconiux solani
G000264295	20657	3914619	0.005276886460725808	 Rhodanobacter spathiphylli
G001703515	20647	2578395	0.008007694709305594	 Brochothrix thermosphacta
G013520985	20637	7291971	0.0028300990226099365	 Mesorhizobium neociceri
G003950325	20633	2096314	0.009842514050853068	 Vagococcus humatus
G006335145	20627	6006611	0.0034340495830344265	 Rhizobium smilacinae
G002564025	20617	2886687	0.007142097497927555	 Flavimobilis soli
G000732635	20615	3719320	0.0055426798447027956	 Clostridium sulfidigenes
G021283305	20600	8121561	0.0025364582005848384	 Pseudonocardia kujensis
G010667655	20598	2763316	0.007454087769911222	 Bifidobacterium saimiriisciurei
G001618505	20596	3853453	0.005344816713737004	 Elizabethkingia anophelis
G003815875	20594	5618212	0.003665579013394297	 Chryseobacterium lactis
G007097545	20588	6657093	0.003092641187377133	 Trinickia caryophylli
G003046185	20586	4881842	0.004216850934544788	 Phreatobacter oligotrophus
G003688725	20555	2558503	0.008033994879036686	 Thermoactinomyces vulgaris
G012396515	20542	1933914	0.010621982156393718	 Pediococcus acidilactici
G000921075	20539	93794	0.21897989210397253	 Staphylococcus virus Sextaec
G000472705	20538	7024053	0.002923952880196092	 Mesorhizobium erdmanii
G001562555	20535	4750988	0.004322258864892944	 Agrobacterium bohemicum
G003258355	20534	4131651	0.004969926065875361	 Confluentibacter sediminis
G001041655	20523	29421	0.6975629652289181	 Propionibacterium virus PHL070N00
G900142225	20520	2818904	0.0072794249112421	 Hathewaya proteolytica
G003612055	20518	10551243	0.001944605010044788	 Corallococcus llansteffanensis
G000820125	20518	3989674	0.005142776076441333	 Aeromonas simiae
G001922305	20517	3735506	0.005492428602711387	 Thauera chlorobenzoica
G003958705	20504	33041	0.6205623316485579	 Escherichia virus 500465-2
G000146325	20503	1942887	0.010552852533369156	 Pediococcus acidilactici
G014635025	20500	4350169	0.00471246059635844	 Fictibacillus barbaricus
G900186025	20489	5090820	0.004024695432170063	 Serratia grimesii
G002858825	20484	4742236	0.004319481358582744	 Chimaeribacter arupi
G010686755	20482	4402275	0.004652594397215076	 Nocardioides zeae
G002263215	20469	2365473	0.008653237639998427	 Actinobacillus seminis
G016907495	20465	3703121	0.005526419471575463	 Arthrobacter tumbae
G000986865	20450	3751946	0.005450504884665184	 Pararheinheimera mesophila
G900091565	20441	6062057	0.0033719577364581033	 Micromonospora marina
G001646675	20424	3904022	0.005231527896103045	 Rhodococcus corynebacterioides
G000745835	20418	6732713	0.0030326556322837466	 Belnapia moabensis
G011090165	20413	6901209	0.002957887523765763	 Duganella aceris
G001636405	20394	5460270	0.003734980138344807	 [Brevibacterium] frigoritolerans
G900046475	20394	2837126	0.007188260232361904	 Collinsella ihumii
G009749405	20393	3801852	0.005363964720352081	 Agromyces lapidis
