gotu	covered_length	total_length	coverage_ratio	strain
G900539085	173733	1954089	0.08890741414541507	d__Bacteria; p__ Actinobacteriota; c__ Coriobacteriia; o__ Coriobacteriales; f__ Eggerthellaceae; g__ CAG-1427; s__ CAG-1427 sp000435475
G003481395	173573	3129471	0.055464006536568	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Butyribacter; s__ Butyribacter sp001916135
G001915415	172644	1688139	0.10226882975868694	d__Bacteria; p__ Bacteroidota; c__ Bacteroidia; o__ Bacteroidales; f__ Rikenellaceae; g__ Alistipes; s__ 
G000381525	171852	2108275	0.0815130853422822	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Peptostreptococcales; f__ Peptostreptococcaceae; g__ Peptostreptococcus; s__ Peptostreptococcus anaerobius
G000176855	171661	5482170	0.031312600667254026	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Acidovorax_A; s__ Acidovorax_A avenae
G000296505	170183	1967835	0.08648235243300378	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Actinomycetaceae; g__ Pauljensenia; s__ Pauljensenia turicensis
G001553545	169779	2688484	0.06315045951547414	d__Bacteria; p__ Bacteroidota; c__ Bacteroidia; o__ Flavobacteriales; f__ Flavobacteriaceae; g__ Capnocytophaga; s__ Capnocytophaga haemolytica
G009695905	169407	2055457	0.0824181678332361	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Peptostreptococcales; f__ Anaerovoracaceae; g__ VUNA01; s__ VUNA01 sp002299625
G900548875	169373	3274903	0.05171847837935963	d__Bacteria; p__ Bacteroidota; c__ Bacteroidia; o__ Bacteroidales; f__ Muribaculaceae; g__ Limisoma; s__ Limisoma sp900548875
G001865575	168911	7829622	0.02157332755016781	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Paraburkholderia; s__ Paraburkholderia sprentiae
G000400735	166783	4079462	0.040883577295241384	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Pseudomonadales; f__ Moraxellaceae; g__ Acinetobacter; s__ Acinetobacter tandoii
G002160755	166366	4289988	0.03878006185565088	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Lachnoclostridium_A; s__ Lachnoclostridium_A sp002160755
G001281465	166294	5578763	0.029808400177602095	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Cupriavidus; s__ Cupriavidus gilardii
G000428685	166121	3171992	0.0523711913523111	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Actinomycetaceae; g__ Actinomyces; s__ Actinomyces slackii
G001267865	166096	3071919	0.05406913398432706	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Enterococcaceae; g__ Enterococcus_B; s__ Enterococcus_B durans
G000397165	166020	2064620	0.08041189177669499	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Lactobacillaceae; g__ Limosilactobacillus; s__ Limosilactobacillus fermentum
G900066445	166000	3614946	0.04592046464871121	d__Bacteria; p__ Bacteroidota; c__ Bacteroidia; o__ Bacteroidales; f__ Bacteroidaceae; g__ Phocaeicola; s__ Phocaeicola sp900066445
G000214785	165523	2354128	0.07031180972317563	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Lactobacillaceae; g__ Lactobacillus; s__ Lactobacillus kefiranofaciens
G001398415	164815	2784185	0.059196856530726226	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Erysipelotrichales; f__ Erysipelotrichaceae; g__ Absicoccus; s__ 
G000763805	164570	3361427	0.048958373928691595	d__Bacteria; p__ Proteobacteria; c__ Alphaproteobacteria; o__ Rhodobacterales; f__ Rhodobacteraceae; g__ Paracoccus; s__ Paracoccus sphaerophysae
G001314225	163268	4828005	0.03381686638684094	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Microbacteriaceae; g__ Microbacterium; s__ Microbacterium sp001314225
G000745265	162671	5710296	0.02848731484322354	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Massilia; s__ Massilia sp000745265
G000248055	162307	4956119	0.03274881010726337	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Mycobacteriales; f__ Mycobacteriaceae; g__ Gordonia; s__ Gordonia sputi
G001729525	161795	4209935	0.03843170975323847	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Brevibacteriaceae; g__ Brevibacterium; s__ Brevibacterium aurantiacum
G000706685	161786	2866983	0.05643074967657639	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Staphylococcales; f__ Staphylococcaceae; g__ Staphylococcus; s__ Staphylococcus xylosus
G000702025	161550	6680607	0.024181934366143677	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Blautia_A; s__ Blautia_A schinkii_A
G001424265	161457	4718457	0.034218177679694865	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Acidovorax_A; s__ Acidovorax_A sp001424265
G001940855	161090	2849555	0.05653163388669459	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Christensenellales; f__ CAG-138; g__ Phil1; s__ Phil1 sp001940855
G900545965	160943	2307396	0.06975092268513944	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Oscillospirales; f__ Oscillospiraceae; g__ Limivicinus; s__ Limivicinus sp002320035
G001758345	160889	2952767	0.054487536605495795	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Pseudomonadales; f__ Moraxellaceae; g__ Acinetobacter; s__ Acinetobacter towneri_A
G000410635	160353	5249983	0.03054352747427944	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Comamonas; s__ Comamonas koreensis
G001693775	160304	2177848	0.07360660615433216	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Peptostreptococcales; f__ Filifactoraceae; g__ Criibacterium; s__ Criibacterium bergeronii
G000429205	159055	2131507	0.07462091374787885	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Actinomycetaceae; g__ Actinotignum; s__ Actinotignum schaalii
G001717135	158783	7148481	0.022212131500384487	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Eisenbergiella; s__ Eisenbergiella tayi
G000620225	158612	6633141	0.023912050113211826	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Variovorax; s__ Variovorax sp000620225
G000286415	158251	6895841	0.0229487599844602	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Achromobacter; s__ Achromobacter marplatensis
G000341025	157789	5813721	0.027140793306042722	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Streptosporangiales; f__ Streptosporangiaceae; g__ Nocardiopsis; s__ Nocardiopsis salina
G007581405	157773	4808080	0.03281413786792233	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Enterobacterales; f__ Enterobacteriaceae; g__ Salmonella; s__ Salmonella enterica
G000312345	157640	2590758	0.0608470571161027	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Mycobacteriales; f__ Mycobacteriaceae; g__ Corynebacterium; s__ Corynebacterium timonense
G000318115	157448	1990251	0.07910961984191944	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Peptostreptococcales; f__ Peptostreptococcaceae; g__ Peptostreptococcus; s__ Peptostreptococcus anaerobius
G000146285	157224	2153110	0.07302181495604033	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Actinomycetaceae; g__ Mobiluncus; s__ Mobiluncus curtisii
G001618685	156862	3474426	0.04514760135918854	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Bacillales; f__ Anoxybacillaceae; g__ Geobacillus; s__ Geobacillus subterraneus
G902363595	156787	4490726	0.03491350841712454	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Peptostreptococcales; f__ Anaerovoracaceae; g__ BX12; s__ BX12 sp902363595
G001941785	156646	2272388	0.06893453054672001	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Lactobacillaceae; g__ Limosilactobacillus; s__ Limosilactobacillus fermentum
G001297025	156380	2043476	0.07652646764630464	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Lactobacillaceae; g__ Limosilactobacillus; s__ Limosilactobacillus fermentum
G000761155	155930	4688635	0.033257014035001656	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Pseudomonadales; f__ Pseudomonadaceae; g__ Pseudomonas_E; s__ Pseudomonas_E rhizosphaerae
G000025405	155164	4703373	0.0329899414739167	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Enterobacterales; f__ Enterobacteriaceae; g__ Pantoea; s__ Pantoea ananatis
G000285835	154603	3427649	0.04510467670406159	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Brevibacteriaceae; g__ Brevibacterium; s__ Brevibacterium senegalense
G000183585	154174	4101032	0.03759395196135997	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Erysipelotrichales; f__ Erysipelotrichaceae; g__ Clostridium_AQ; s__ Clostridium_AQ innocuum
G000398925	154020	3325781	0.0463109266665484	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Oscillospirales; f__ Butyricicoccaceae; g__ Butyricicoccus; s__ Butyricicoccus pullicaecorum
G000312025	152579	1758718	0.08675580735513028	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Tissierellales; f__ Peptoniphilaceae; g__ Peptoniphilus_A; s__ Peptoniphilus_A timonensis
G900120165	152312	1741785	0.08744592472664536	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Tissierellales; f__ Peptoniphilaceae; g__ Ezakiella; s__ Ezakiella massiliensis
G001552455	151396	3479086	0.043516026910516155	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Microbacteriaceae; g__ Microbacterium; s__ Microbacterium hydrocarbonoxydans
G001280875	151395	3189692	0.04746383036355861	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Sellimonas; s__ Sellimonas intestinalis
G001486165	151313	2807137	0.05390296234205883	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Oscillospirales; f__ Ruminococcaceae; g__ Bittarella; s__ Bittarella massiliensis
G001613545	150297	4751847	0.0316291749292433	d__Bacteria; p__ Verrucomicrobiota; c__ Verrucomicrobiae; o__ Chthoniobacterales; f__ Terrimicrobiaceae; g__ Terrimicrobium; s__ Terrimicrobium sacchariphilum
G001543265	149917	5101809	0.02938506713991057	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Pseudomonadales; f__ Pseudomonadaceae; g__ Pseudomonas_E; s__ Pseudomonas_E paraversuta
G000016765	149874	5915286	0.025336729280714405	d__Bacteria; p__ Proteobacteria; c__ Alphaproteobacteria; o__ Sphingomonadales; f__ Sphingomonadaceae; g__ Rhizorhabdus; s__ Rhizorhabdus wittichii
G000800955	149742	3022447	0.049543300511142134	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Micrococcaceae; g__ Kocuria; s__ Kocuria subflava
G001422405	149541	6530851	0.022897628502012983	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Pseudorhodoferax; s__ Pseudorhodoferax sp001422405
G000009205	149299	4298153	0.0347356178339859	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Peptostreptococcales; f__ Peptostreptococcaceae; g__ Clostridioides; s__ Clostridioides difficile
G000196535	148889	2146480	0.06936426148857665	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Actinomycetaceae; g__ Mobiluncus; s__ Mobiluncus curtisii
G900066885	148831	3014346	0.04937422578562647	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Oscillospirales; f__ Ruminococcaceae; g__ CAG-353; s__ CAG-353 sp900066885
G000194985	148340	1281956	0.11571379984960482	d__Bacteria; p__ Firmicutes_C; c__ Negativicutes; o__ Veillonellales; f__ Dialisteraceae; g__ Dialister; s__ Dialister micraerophilus
G000455165	148198	6139643	0.024137885541553473	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Mycobacteriales; f__ Mycobacteriaceae; g__ Mycobacterium; s__ Mycobacterium iranicum
G001580365	148112	4159723	0.03560621704858713	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Micrococcaceae; g__ Kocuria; s__ Kocuria turfanensis
G000009065	147989	4829915	0.030640083728181552	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Enterobacterales; f__ Enterobacteriaceae; g__ Yersinia; s__ Yersinia pestis
G004006415	147808	4834599	0.030572959618781207	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Hydrogenophaga; s__ Hydrogenophaga pseudoflava
G000374585	147664	3620726	0.04078298109274217	d__Bacteria; p__ Bacteroidota; c__ Bacteroidia; o__ Bacteroidales; f__ Bacteroidaceae; g__ Phocaeicola; s__ Phocaeicola barnesiae
G000428865	147431	1870583	0.0788155350497679	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Aerococcaceae; g__ Eremococcus; s__ Eremococcus coleocola
G012102505	147232	2851385	0.051635257953590974	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Vagococcaceae; g__ Vagococcus; s__ Vagococcus fluvialis
G900018345	146896	3338489	0.044000744049179134	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Erysipelotrichales; f__ Coprobacillaceae; g__ Fimiplasma; s__ Fimiplasma intestinipullorum
G000765215	145982	3268909	0.04465771301678939	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Lachnoclostridium_B; s__ Lachnoclostridium_B sp000765215
G000364165	145725	2912827	0.05002871780576052	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Anaerotignaceae; g__ Coprocola; s__ Coprocola sp000364165
G001188915	145474	2582931	0.056321287715389995	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Staphylococcales; f__ Staphylococcaceae; g__ Staphylococcus; s__ Staphylococcus coagulans
G900114575	145437	4233165	0.034356562997190046	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Erysipelotrichales; f__ Erysipelotrichaceae; g__ Clostridium_AQ; s__ Clostridium_AQ innocuum
G001297765	145260	4603345	0.031555314667920824	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Enterobacterales; f__ Enterobacteriaceae; g__ Trabulsiella; s__ Trabulsiella odontotermitis
G001546115	144510	4589803	0.031485011448203766	d__Bacteria; p__ Proteobacteria; c__ Alphaproteobacteria; o__ Rhodobacterales; f__ Rhodobacteraceae; g__ Paracoccus; s__ Paracoccus aminovorans_B
G000759055	143802	2229400	0.06450255674172423	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Mycobacteriales; f__ Mycobacteriaceae; g__ Corynebacterium; s__ Corynebacterium tuscaniense
G900095865	143423	2985450	0.04804066388651627	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Oscillospirales; f__ Ruminococcaceae; g__ Massilioclostridium; s__ Massilioclostridium coli
G001482365	143112	3638422	0.0393335352523704	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Micrococcaceae; g__ Kocuria; s__ Kocuria flava
G001757355	142995	5043191	0.028354071856489273	d__Bacteria; p__ Proteobacteria; c__ Alphaproteobacteria; o__ Sphingomonadales; f__ Sphingomonadaceae; g__ Sphingobium; s__ Sphingobium phenoxybenzoativorans
G005503335	142875	4782614	0.029873830503569804	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ SCMQ01; s__ SCMQ01 sp005503335
G000735455	141863	4855520	0.02921685010050417	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Enterobacterales; f__ Enterobacteriaceae; g__ Yokenella; s__ Yokenella regensburgei
G001940165	141378	3391427	0.04168687694000195	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Roseburia; s__ Roseburia sp001940165
G001689415	141046	3104729	0.04542940784847888	d__Bacteria; p__ Bacteroidota; c__ Bacteroidia; o__ Bacteroidales; f__ Muribaculaceae; g__ CAG-873; s__ CAG-873 sp001689415
G001025155	140881	2021974	0.06967498098392956	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Bifidobacteriaceae; g__ Bifidobacterium; s__ Bifidobacterium angulatum
G001432245	140728	2822193	0.04986476828480547	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Staphylococcales; f__ Staphylococcaceae; g__ Staphylococcus; s__ Staphylococcus equorum
G000725405	140327	3113662	0.04506815447534125	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Dermatophilaceae; g__ Dermacoccus; s__ Dermacoccus nishinomiyaensis
G000427785	139846	6113164	0.022876206167542698	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Massilia; s__ Massilia alkalitolerans
G004557415	139632	2624535	0.053202567311923826	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Christensenellales; f__ CAG-138; g__ PeH17; s__ PeH17 sp900542285
G000300455	139593	4902027	0.028476587338258235	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Enterobacterales; f__ Enterobacteriaceae; g__ Kosakonia; s__ Kosakonia sacchari
G001632805	139565	5029817	0.027747530377347725	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Mycobacteriales; f__ Mycobacteriaceae; g__ Mycobacterium; s__ Mycobacterium chelonae
G900113595	139442	7259864	0.01920724685751689	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Eisenbergiella; s__ Eisenbergiella tayi
G001544555	138958	10056389	0.013817882343254621	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Caballeronia; s__ Caballeronia udeis
G000248015	138933	4496140	0.03090050576716917	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Enterobacterales; f__ Enterobacteriaceae; g__ Atlantibacter; s__ Atlantibacter hermannii
G010122465	138701	6512532	0.0212975537010797	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Jiangellales; f__ Jiangellaceae; g__ Phytoactinopolyspora; s__ Phytoactinopolyspora mesophila
G002251365	138482	3906676	0.03544752623457896	d__Bacteria; p__ Bacteroidota; c__ Bacteroidia; o__ Bacteroidales; f__ Bacteroidaceae; g__ Prevotella; s__ Prevotella sp002251365
G000010145	138459	2098685	0.06597416953949735	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Lactobacillaceae; g__ Limosilactobacillus; s__ Limosilactobacillus fermentum
G000017465	138378	1971270	0.0701973854418725	d__Bacteria; p__ Campylobacterota; c__ Campylobacteria; o__ Campylobacterales; f__ Campylobacteraceae; g__ Campylobacter_A; s__ Campylobacter_A curvus
G000368905	137278	3195726	0.04295674910802741	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Pseudomonadales; f__ Moraxellaceae; g__ Acinetobacter; s__ Acinetobacter radioresistens
G001262495	137026	3653028	0.037510251769217205	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Microbacteriaceae; g__ Microbacterium; s__ Microbacterium sp001262495
G000185445	136768	2098856	0.06516311743159131	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Actinomycetaceae; g__ Mobiluncus; s__ Mobiluncus curtisii
G000433975	136551	1881743	0.07256623247701732	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Oscillospirales; f__ Acutalibacteraceae; g__ Eubacterium_R; s__ Eubacterium_R sp000433975
G003173715	135767	6788375	0.019999926344670117	d__Bacteria; p__ Proteobacteria; c__ Alphaproteobacteria; o__ Rhizobiales; f__ Beijerinckiaceae; g__ Methylobacterium; s__ Methylobacterium durans
G000308295	135659	5334226	0.025431805851495605	d__Bacteria; p__ Proteobacteria; c__ Alphaproteobacteria; o__ Rhizobiales; f__ Xanthobacteraceae; g__ Afipia; s__ Afipia birgiae
G000373885	135582	6087027	0.022273927814021526	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Blautia; s__ Blautia coccoides
G001742205	135512	1949874	0.06949782396195857	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Lactobacillaceae; g__ Limosilactobacillus; s__ Limosilactobacillus fermentum
G902363555	135206	6638373	0.02036734000936675	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Catenibacillus; s__ Catenibacillus sp902363555
G000213805	134778	4920769	0.027389621418928627	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Pseudomonadales; f__ Pseudomonadaceae; g__ Pseudomonas_E; s__ Pseudomonas_E fulva_B
G000185425	134777	2122226	0.06350737386121931	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Actinomycetaceae; g__ Mobiluncus; s__ Mobiluncus curtisii
G000269565	134753	3861449	0.03489700368954763	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Erysipelotrichales; f__ Coprobacillaceae; g__ Coprobacillus; s__ Coprobacillus cateniformis
G002159835	134711	3940338	0.03418767628563844	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Blautia_A; s__ Blautia_A avistercoris
G001476195	134362	2299901	0.05842077550294556	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Micrococcaceae; g__ Rothia; s__ Rothia kristinae
G000269605	134237	1550817	0.08655889121669416	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Bifidobacteriaceae; g__ Scardovia; s__ Scardovia wiggsiae
G001310255	134173	3475610	0.038604158694445	d__Bacteria; p__ Proteobacteria; c__ Alphaproteobacteria; o__ Caulobacterales; f__ Caulobacteraceae; g__ Brevundimonas; s__ Brevundimonas aurantiaca
G000014445	133938	2075783	0.06452408561010471	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Lactobacillaceae; g__ Leuconostoc; s__ Leuconostoc mesenteroides
G000374625	133878	2504241	0.05346050959152893	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Brachymonas; s__ Brachymonas chironomi
G000411135	133723	2092417	0.06390838919775552	d__Bacteria; p__ Actinobacteriota; c__ Actinomycetia; o__ Actinomycetales; f__ Actinomycetaceae; g__ Actinotignum; s__ Actinotignum schaalii_A
G000789415	132357	2653805	0.04987442558891855	d__Bacteria; p__ Campylobacterota; c__ Campylobacteria; o__ Campylobacterales; f__ Sulfurospirillaceae; g__ Sulfurospirillum; s__ Sulfurospirillum cavolei
G001945605	132140	2257582	0.05853165023463157	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Erysipelotrichales; f__ Erysipelotrichaceae; g__ Dubosiella; s__ Dubosiella newyorkensis
G000333615	131636	4949352	0.026596613051567155	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Ideonella; s__ Ideonella sp000333615
G000435815	131437	2199464	0.05975865028934322	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ Lachnospiraceae; g__ Eubacterium_G; s__ Eubacterium_G sp000435815
G000177375	130958	1419883	0.09223154302150248	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Erysipelotrichales; f__ Erysipelotrichaceae; g__ Bulleidia; s__ Bulleidia extructa
G000158655	130922	3478743	0.037634858338198594	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Oscillospirales; f__ Ruminococcaceae; g__ Massilioclostridium; s__ Massilioclostridium methylpentosum
G000154285	130877	2191413	0.05972265383111262	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Erysipelotrichales; f__ Erysipelotrichaceae; g__ Amedibacillus; s__ Amedibacillus dolichus
G001574395	130675	1731255	0.07547992641176487	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Tissierellales; f__ Peptoniphilaceae; g__ KA00134; s__ KA00134 sp001574395
G000435955	130083	4047588	0.03213839946160528	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Erysipelotrichales; f__ Erysipelotrichaceae; g__ Clostridium_AQ; s__ Clostridium_AQ innocuum
G008680595	130035	2073162	0.06272302888052164	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Lachnospirales; f__ CAG-274; g__ CAG-274; s__ CAG-274 sp900545305
G001854105	129805	2098685	0.06185063504051346	d__Bacteria; p__ Firmicutes; c__ Bacilli; o__ Lactobacillales; f__ Lactobacillaceae; g__ Limosilactobacillus; s__ Limosilactobacillus fermentum
G000661955	129662	4648976	0.02789044297066709	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Xanthomonadales; f__ Xanthomonadaceae; g__ Stenotrophomonas; s__ Stenotrophomonas rhizophila
G002160015	129382	3225137	0.04011674542817871	d__Bacteria; p__ Firmicutes_A; c__ Clostridia; o__ Oscillospirales; f__ Ruminococcaceae; g__ Anaerofilum; s__ Anaerofilum faecale
G000364625	129271	3753576	0.03443942523076661	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Pseudomonadales; f__ Pseudomonadaceae; g__ Pseudomonas_E; s__ Pseudomonas_E thermotolerans
G000020045	129250	8676622	0.014896350215556239	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Burkholderiales; f__ Burkholderiaceae; g__ Paraburkholderia; s__ Paraburkholderia phymatum
G000759475	129106	4327607	0.029833115622559997	d__Bacteria; p__ Proteobacteria; c__ Gammaproteobacteria; o__ Enterobacterales; f__ Enterobacteriaceae; g__ Pantoea; s__ Pantoea rwandensis_B
G001468395	128947	4309540	0.02992129090343749	d__Bacteria; p__ Proteobacteria; c__ Alphaproteobacteria; o__ Sphingomonadales; f__ Sphingomonadaceae; g__ Sphingopyxis; s__ Sphingopyxis sp001468395
