Feature ID	Counts	log_counts	Taxon
g__Segetibacter	19.0	1.2787536009528289	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Segetibacter; s__Segetibacter koreensis
g__Pedobacter_887417	108.0	2.03342375548695	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter_887417; s__
g__Cloacibacterium	3513.0	3.5456781497920256	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Cloacibacterium; s__
g__Gordonia_B_376796	18.0	1.255272505103306	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Gordonia_B_376796; s__Gordonia_B_376796 soli
f__Nakamurellaceae; g__Nakamurella	16.0	1.2041199826559248	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Nakamurellaceae; g__Nakamurella; s__Nakamurella multipartita
g__Blastococcus	178.0	2.250420002308894	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus; s__Blastococcus sp000702465
g__Planktophila	10.0	1.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__Planktophila sp001438925
g__Bradyrhizobium	5408.0	3.7330366829335797	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485; g__Bradyrhizobium; s__Bradyrhizobium yuanmingense
g__GWA1-52-35	39.0	1.591064607026499	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_470743; o__UBA1018; f__UBA1018; g__GWA1-52-35; s__GWA1-52-35 sp001769805
g__Roseiflexus	6.0	0.7781512503836436	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales_407288; f__Roseiflexaceae; g__Roseiflexus; s__
g__Rubellimicrobium	264.0	2.4216039268698313	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__Rubellimicrobium roseum
g__Labilithrix; s__Labilithrix luteola	25.0	1.3979400086720377	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae; g__Labilithrix; s__Labilithrix luteola
g__Microvirga	74.0	1.8692317197309762	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Microvirga; s__
c__WYAZ01; o__WYAZ01; f__WYAZ01; g__WYAZ01	6.0	0.7781512503836436	d__Bacteria; p__Myxococcota_A_473307; c__WYAZ01; o__WYAZ01; f__WYAZ01; g__WYAZ01; s__WYAZ01 sp011526105
g__Udaeobacter	12.0	1.0791812460476249	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__UBA10450; g__Udaeobacter; s__Udaeobacter sp003218615
g__Aetherobacter	7.0	0.8450980400142568	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae; g__Aetherobacter; s__
g__Azohydromonas	72.0	1.8573324964312685	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Azohydromonas; s__
g__Steroidobacter_A_608626	15.0	1.1760912590556813	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter_A_608626; s__
g__Pajaroellobacter	21.0	1.3222192947339193	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae; g__Pajaroellobacter; s__Pajaroellobacter abortibovis
g__Sulfuricaulis	3.0	0.47712125471966244	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Sulfurifustaceae; g__Sulfuricaulis; s__
o__GCA-002705445_740138; f__GCA-002716945; g__GCA-2720195	297.0	2.4727564493172123	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__GCA-002705445_740138; f__GCA-002716945; g__GCA-2720195; s__
g__Berkiella_A	1.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Berkiellales; f__Berkiellaceae; g__Berkiella_A; s__
o__UBA9339; f__UBA9339; g__UBA9339	55.0	1.7403626894942439	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA9339; f__UBA9339; g__UBA9339; s__UBA9339 sp001801345
g__SCN-70-22	67.0	1.8260748027008264	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__SCN-70-22; s__
f__Nucleicultricaceae; g__Nucleicultrix	103.0	2.012837224705172	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caedimonadales; f__Nucleicultricaceae; g__Nucleicultrix; s__
g__Geminicoccus; s__Geminicoccus roseus	2.0	0.3010299956639812	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Geminicoccales; f__Geminicoccaceae; g__Geminicoccus; s__Geminicoccus roseus
g__Flavitalea_936101	43.0	1.6334684555795864	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Flavitalea_936101; s__Flavitalea populi
g__Pseudoduganella	24.0	1.380211241711606	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574758; g__Pseudoduganella; s__Pseudoduganella eburnea
f__Arenimicrobiaceae_433911; g__Arenimicrobium	4.0	0.6020599913279624	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Arenimicrobiaceae_433911; g__Arenimicrobium; s__Arenimicrobium luteum
g__Planococcus	433.0	2.6364878963533656	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Planococcus; s__
f__SCUR01; g__Manganitrophus; s__Manganitrophus noduliformans	79.0	1.8976270912904414	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__SBBL01; f__SCUR01; g__Manganitrophus; s__Manganitrophus noduliformans
g__Sulfotelmatobacter	128.0	2.1072099696478683	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__SbA1; g__Sulfotelmatobacter; s__Sulfotelmatobacter sp003166855
p__Firestonebacteria; c__D2-FULL-39-29; o__D2-FULL-39-29; f__D2-FULL-39-29; g__D2-FULL-39-29	166.0	2.220108088040055	d__Bacteria; p__Firestonebacteria; c__D2-FULL-39-29; o__D2-FULL-39-29; f__D2-FULL-39-29; g__D2-FULL-39-29; s__
g__UBA11490; s__UBA11490 sp003524095	7.0	0.8450980400142568	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__UBA1242; g__UBA11490; s__UBA11490 sp003524095
f__UBA9628; g__GWA2-66-18	643.0	2.808210972924222	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia_984208; o__UBA1565; f__UBA9628; g__GWA2-66-18; s__GWA2-66-18 sp013044195
g__Dinghuibacter	3.0	0.47712125471966244	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Dinghuibacter; s__
g__Pirellula_B_754616	16.0	1.2041199826559248	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula_B_754616; s__
g__Urbifossiella; s__Urbifossiella sp003136315	9.0	0.9542425094393249	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Urbifossiella; s__Urbifossiella sp003136315
g__Gemmata	113.0	2.0530784434834195	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
g__Aestuariivirga	9.0	0.9542425094393249	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504723; f__Aestuariivirgaceae; g__Aestuariivirga; s__Aestuariivirga litoralis
g__Roseimaritima	13.0	1.1139433523068367	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Roseimaritima; s__
g__UBA6163	153.0	2.184691430817599	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__UBA6163; s__
g__Tautonia	4.0	0.6020599913279624	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tautonia; s__
g__Methylosinus	93.0	1.968482948553935	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Methylosinus; s__Methylosinus sp000379125
g__Azospirillum	28.0	1.4471580313422192	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales_507929; f__Azospirillaceae_507917; g__Azospirillum; s__
o__UBA9219; f__UBA9219; g__UBA8914	32.0	1.505149978319906	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA9219; f__UBA9219; g__UBA8914; s__UBA8914 sp009779135
f__Peredibacteraceae; g__Peredibacter	258.0	2.41161970596323	d__Bacteria; p__Bdellovibrionota_E; c__Bacteriovoracia; o__Bacteriovoracales; f__Peredibacteraceae; g__Peredibacter; s__Peredibacter starrii
g__Chitinophaga	184.0	2.2648178230095364	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Chitinophaga; s__Chitinophaga arvensicola
f__Terrimicrobiaceae; g__Terrimicrobium	121.0	2.0827853703164503	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium; s__Terrimicrobium sacchariphilum
g__Z2-YC6860	27.0	1.4313637641589874	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485; g__Z2-YC6860; s__Z2-YC6860 sp001579845
g__Palsa-187	6.0	0.7781512503836436	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__Palsa-187 sp902826605
g__Reyranella	402.0	2.60422605308447	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella; s__Reyranella soli
g__Fluviicola	3.0	0.47712125471966244	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Crocinitomicaceae; g__Fluviicola; s__
g__Adhaeribacter	265.0	2.423245873936808	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Adhaeribacter; s__
g__Chryseotalea	116.0	2.0644579892269186	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__Chryseotalea; s__
g__Limimorpha	46.0	1.662757831681574	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__Limimorpha; s__
g__Criibacterium	100.0	2.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Filifactoraceae_235894; g__Criibacterium; s__
g__Paraclostridium	21.0	1.3222192947339193	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Paraclostridium; s__
g__CAJLXD01	3.0	0.47712125471966244	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__CAG-239; g__CAJLXD01; s__
g__Salinarimonas	118.0	2.0718820073061255	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Salinarimonas; s__
g__Rhodopila_506777	29.0	1.462397997898956	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Rhodopila_506777; s__
g__Skermanella	149.0	2.173186268412274	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales_507929; f__Azospirillaceae_507917; g__Skermanella; s__Skermanella stibiiresistens
g__Pseudomonas_E_650326	573.0	2.75815462196739	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650326; s__Pseudomonas_E_650326 aeruginosa_A
g__Pseudaeromonas	8.0	0.9030899869919435	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Aeromonadaceae; g__Pseudaeromonas; s__Pseudaeromonas paramecii
g__Actinoplanes	162.0	2.2095150145426308	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes; s__Actinoplanes abujensis
g__Acidoferrum	385.0	2.5854607295085006	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidoferrales; f__UBA7541; g__Acidoferrum; s__Acidoferrum sp003154775
g__Legionella_D	5.0	0.6989700043360189	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales_A; f__Legionellaceae_A; g__Legionella_D; s__
g__Variibacter	357.0	2.552668216112193	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485; g__Variibacter; s__
g__Phycicoccus_A_390391	31.0	1.4913616938342726	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_390796; g__Phycicoccus_A_390391; s__Phycicoccus_A_390391 jejuensis
g__Ferrovibrio	49.0	1.6901960800285136	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ferrovibrionales; f__Ferrovibrionaceae; g__Ferrovibrio; s__Ferrovibrio sp002796975
g__Methyloceanibacter	79.0	1.8976270912904414	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504721; f__Methyloligellaceae; g__Methyloceanibacter; s__Methyloceanibacter marginalis
g__Microcoleus	11.0	1.0413926851582251	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcoleaceae; g__Microcoleus; s__
g__Cephalothrix	3.0	0.47712125471966244	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Chroococcidiopsidaceae_29158; g__Cephalothrix; s__
g__Aliarcobacter	205.0	2.311753861055754	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Aliarcobacter; s__
g__Psychromonas	59.0	1.7708520116421442	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Psychromonadaceae; g__Psychromonas; s__Psychromonas aquatilis
f__RSA9; g__RSA9	147.0	2.167317334748176	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__RSA9; g__RSA9; s__
g__Paracaedimonas	72.0	1.8573324964312685	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caedimonadales; f__Caedimonadaceae; g__Paracaedimonas; s__Paracaedimonas acanthamoebae
g__Nordella	9.0	0.9542425094393249	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504723; f__Aestuariivirgaceae; g__Nordella; s__Nordella sp011046735
g__Lujinxingia	31.0	1.4913616938342726	d__Bacteria; p__Myxococcota_A_473307; c__Bradymonadia; o__Bradymonadales; f__Bradymonadaceae; g__Lujinxingia; s__Lujinxingia litoralis
g__Hypericibacter	7.0	0.8450980400142568	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Hypericibacter; s__
g__Eremococcus	2467.0	3.392169149489736	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Eremococcus; s__
g__CACBWF01	2.0	0.3010299956639812	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__TMED127; f__TMED127; g__CACBWF01; s__
g__RGDT01; s__RGDT01 sp009918525	27.0	1.4313637641589874	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__RGDT01; s__RGDT01 sp009918525
g__Pseudomonas_A	31853.0	4.503150341603528	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_A; s__
g__Cellulomonas	213.0	2.3283796034387376	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__Cellulomonas soli
g__Obscuribacter	106.0	2.0253058652647704	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__Obscuribacter; s__Obscuribacter phosphatis
g__Fimbriimonas	8.0	0.9030899869919435	d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__Fimbriimonas; s__
g__Rhizorhabdus_483366	8.0	0.9030899869919435	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Rhizorhabdus_483366; s__Rhizorhabdus histidinilytica
g__Stackebrandtia_371036	83.0	1.919078092376074	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Stackebrandtia_371036; s__
g__Geodermatophilus_A	160.0	2.2041199826559246	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Geodermatophilaceae; g__Geodermatophilus_A; s__Geodermatophilus_A chilensis
g__Stackebrandtia_371052	30.0	1.4771212547196624	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Stackebrandtia_371052; s__Stackebrandtia endophytica
g__Glycomyces	115.0	2.060697840353612	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Glycomyces; s__Glycomyces phytohabitans
g__Defluviitoga; s__Defluviitoga tunisiensis	11.0	1.0413926851582251	d__Bacteria; p__Thermotogota; c__Thermotogae; o__Petrotogales; f__Petrotogaceae; g__Defluviitoga; s__Defluviitoga tunisiensis
f__Tumebacillaceae; g__Tumebacillus_A	65.0	1.8129133566428555	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Tumebacillales; f__Tumebacillaceae; g__Tumebacillus_A; s__Tumebacillus_A ginsengisoli
f__RAOX-1; g__YIM-78166; s__YIM-78166 sp004522215	2.0	0.3010299956639812	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Aneurinibacillales; f__RAOX-1; g__YIM-78166; s__YIM-78166 sp004522215
g__Luteibacter	9.0	0.9542425094393249	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_613062; f__Rhodanobacteraceae_613062; g__Luteibacter; s__
g__Rubrivivax	3.0	0.47712125471966244	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Rubrivivax; s__
o__Kyrpidiales; f__Kyrpidiaceae; g__Kyrpidia	4.0	0.6020599913279624	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Kyrpidiales; f__Kyrpidiaceae; g__Kyrpidia; s__Kyrpidia tusciae
c__Thermaerobacteria; o__Thermaerobacterales; f__Thermaerobacteraceae; g__Thermaerobacter	10.0	1.0	d__Bacteria; p__Firmicutes_E; c__Thermaerobacteria; o__Thermaerobacterales; f__Thermaerobacteraceae; g__Thermaerobacter; s__Thermaerobacter subterraneus
g__UBA8592	641.0	2.8068580295188172	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia_401430; o__Acidimicrobiales; f__UBA8592; g__UBA8592; s__UBA8592 sp002380145
g__Thermoanaerobacter	11.0	1.0413926851582251	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Thermoanaerobacterales_43504; f__Thermoanaerobacteraceae_43502; g__Thermoanaerobacterium; s__
f__SG8-41; g__UBA5216	1157.0	3.0633333589517497	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__SG8-41; g__UBA5216; s__UBA5216 sp902825845
f__SHXO01; g__SHXO01	114.0	2.0569048513364727	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__SHXO01; g__SHXO01; s__
g__Rhodococcus_B	54.0	1.7323937598229686	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Rhodococcus_B; s__Rhodococcus_B kyotonensis
g__Atopostipes	96.0	1.9822712330395684	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Atopostipes; s__Atopostipes suicloacalis
g__Salmonella_692099	294.0	2.4683473304121573	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Salmonella_692099; s__Salmonella enterica_690914
g__Erysipelothrix	81.0	1.9084850188786497	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelothrix; s__Erysipelothrix larvae
g__PGXY01	3.0	0.47712125471966244	d__Bacteria; p__Spirochaetota; c__UBA4802; o__UBA4802; f__UBA5550; g__PGXY01; s__
g__Paludibacter	57.0	1.7558748556724915	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Paludibacter; s__Paludibacter propionicigenes
g__Micrococcus	80470.0	4.905634001326955	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus; s__
g__Pseudokineococcus	61.0	1.7853298350107671	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Quadrisphaeraceae; g__Pseudokineococcus; s__Pseudokineococcus lusitanus
g__Palsa-513	4.0	0.6020599913279624	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae_405343; g__Palsa-513; s__
g__SCGC-AG-212-J23	2470.0	3.392696953259666	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597433; f__SG8-39; g__SCGC-AG-212-J23; s__
g__Moraxella_C_651924	327.0	2.514547752660286	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Moraxella_C_651924; s__Moraxella_C_651924 catarrhalis_C
g__Bordetella_A_593672	13.0	1.1139433523068367	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__Bordetella_A_593672; s__Bordetella_A_593672 petrii
g__Stenotrophomonas_A_615274	1927.0	3.284881714655453	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Stenotrophomonas_A_615274; s__Stenotrophomonas_A_615274 geniculata
g__Coprococcus_A_187866	2085.0	3.3191060593097763	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_187866; s__
g__Pararheinheimera	141.0	2.1492191126553797	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Alteromonadaceae_665222; g__Pararheinheimera; s__
g__Aquicella_A	4.0	0.6020599913279624	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__DSM-16500; f__DSM-16500; g__Aquicella_A; s__
g__IMCC26134_A	17.0	1.2304489213782739	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__IMCC26134_A; s__
g__Legionella_B_627867	21.0	1.3222192947339193	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales_A; f__Legionellaceae_A; g__Legionella_B_627867; s__Legionella_B_627867 geestiana
g__EW11	72.0	1.8573324964312685	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__EW11; s__EW11 sp003054665
g__Sphingobacterium	781.0	2.8926510338773004	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium haloxyli
g__Pseudomonas_O_647615	2204934.0	6.343395594318691	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_O_647615; s__
g__Polaromonas	13.0	1.1139433523068367	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Polaromonas; s__
g__Catenibacterium	133.0	2.123851640967086	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Coprobacillaceae; g__Catenibacterium; s__Catenibacterium mitsuokai
g__Glutamicibacter	379.0	2.578639209968072	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Glutamicibacter; s__
g__Weissella_A_338544	171.0	2.2329961103921536	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Weissella_A_338544; s__Weissella_A_338544 oryzae
g__Leuconostoc_B	858.0	2.9334872878487053	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Leuconostoc_B; s__Leuconostoc_B inhae
g__Carnobacterium_A_320743	20.0	1.3010299956639813	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium_A_320743; s__
g__Calothrix	67.0	1.8260748027008264	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae_26365; g__Calothrix; s__Calothrix sp000331305
g__Holdemanella	308.0	2.4885507165004443	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella; s__Holdemanella biformis
g__Sphingopyxis	90.0	1.954242509439325	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis sp000763945
g__Ligilactobacillus	314.0	2.496929648073215	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Ligilactobacillus; s__Ligilactobacillus agilis
g__Cardiobacterium	3304.0	3.5190400386483445	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__Cardiobacterium valvarum
g__Domibacillus	130.0	2.113943352306837	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__Domibacillaceae; g__Domibacillus; s__Domibacillus tundrae
g__Lactococcus_A_346120	48508.0	4.685813368897973	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus_A_346120; s__
g__Capnocytophaga_820688	11363.0	4.055493006677845	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Capnocytophaga_820688; s__Capnocytophaga ochracea
